,token,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,two_frame_extended_comfort,score
0,552fd48bfce35a20,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1e241714a35658ff,True,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2,08b6a130aaa35629,True,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0
3,1df1903e5bcd5036,True,0.0,1.0,1.0,1.0,0.6793358432271192,0.0,1.0,0.0,0.0,0.0
4,f10d0ad9103c5495,True,0.0,0.0,0.0,1.0,0.5906869072589382,0.0,0.0,1.0,0.0,0.0
5,20f825e0d33a5160,True,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6,7c75567759e15900,True,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
7,8b3423345f3657b0,True,1.0,0.0,1.0,1.0,0.7911784929796718,1.0,0.0,1.0,,0.0
8,31cda9ad4b8257b9,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
9,e9a26f1753a85a88,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
10,1f0f883695f05e6c,True,1.0,0.0,0.0,1.0,0.8557804245457912,1.0,0.0,1.0,0.0,0.0
11,ae07b0ef14e25e47,True,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,455fdf27af915de2,True,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
13,1b35b775c4a95647,True,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
14,2928cfbed3d15000,True,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
15,12af1e0adcb65df9,True,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
16,088b38f5e629514b,True,1.0,0.0,0.0,1.0,0.831572319290254,1.0,0.0,1.0,0.0,0.0
17,5f2c3f928abe5f5b,True,1.0,0.0,1.0,1.0,0.7674924813259542,1.0,1.0,1.0,1.0,0.0
18,4a71a24c376f5388,True,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
19,45102df6530d59e8,True,0.0,0.0,0.0,1.0,0.9187610674645703,0.0,1.0,1.0,1.0,0.0
20,fb0297e3fc9b573e,True,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
21,4606b66d9fe75354,True,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
22,6fed9368351f54d5,True,0.0,1.0,1.0,1.0,0.47393473425264643,0.0,1.0,0.0,0.0,0.0
23,39e708ddd82155ea,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
24,490475b585895e0e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
25,6884907db45c5cad,True,0.0,0.0,0.0,1.0,0.6517171138002108,0.0,0.0,1.0,0.0,0.0
26,e08a526c85475c4b,True,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
27,dcb8fbfc6c1d5fd6,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
28,08e8092f5e66571f,True,0.0,0.0,1.0,1.0,0.21687002475928863,1.0,1.0,0.0,0.0,0.0
29,c4d424c8f74e5b70,True,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
30,59e4fc5b37f55556,True,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0
31,05929f9dc5d152a7,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,d08c7fa247395729,True,0.0,0.0,0.0,1.0,0.6419898014805541,0.0,0.0,1.0,0.0,0.0
33,8560e670c7865e3f,True,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
34,c79b2a28285f5e11,True,0.0,0.0,1.0,1.0,0.7174511812702855,0.0,1.0,1.0,,0.0
35,6370add5182e51b7,True,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36,3e5bb75bed1d58ad,True,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
37,5a4709a2348f58a7,True,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
38,14d112b14e9a5d5c,True,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0
39,5876e4def8615813,True,0.5,0.0,0.0,1.0,0.8342755642805673,0.0,0.0,1.0,0.0,0.0
40,21146ac996365854,True,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0
41,d9fdaff6c17659bc,True,1.0,0.0,0.5,1.0,0.3470058613836806,1.0,1.0,1.0,0.0,0.0
42,b9c8a72571a85792,True,0.0,0.0,0.0,1.0,0.684554993722098,0.0,0.0,1.0,0.0,0.0
43,e16ed6e841ee58cd,True,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0
44,8c1e2438ad5f514a,True,1.0,1.0,1.0,1.0,0.5055545055543095,1.0,1.0,1.0,,0.8234123234122535
45,0456452c8a13546c,True,1.0,0.0,1.0,1.0,0.491611068987594,1.0,1.0,1.0,0.0,0.0
46,431ae29947e95c26,True,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0
47,ad702ac65d8754bb,True,1.0,1.0,1.0,1.0,0.19757312975523822,1.0,1.0,1.0,0.0,0.624241603048512
48,4158d702c66351d4,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
49,4543fc207fbb553e,True,1.0,0.0,0.0,1.0,0.8704965823181896,0.0,0.0,1.0,0.0,0.0
50,453bdd4f77af5c90,True,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0
51,4b594a8e80915943,True,1.0,0.0,1.0,1.0,0.9525841460469127,1.0,1.0,1.0,,0.0
52,1d3700dc6c9950e0,True,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
53,1983aff496265a16,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
54,4020785f2bf55d0b,True,1.0,0.0,0.5,1.0,0.7195627153291732,1.0,1.0,1.0,0.0,0.0
55,865033089cfd5288,True,0.5,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0
56,892904870078578a,True,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
57,2c0e25d51b0b5e31,True,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0
58,2b4e72f733d35e89,True,0.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0
59,e59fd69b1be85258,True,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
60,2d4d48a048615f9a,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
61,51d961409a285653,True,1.0,0.0,1.0,1.0,0.6322157157370393,1.0,1.0,1.0,0.0,0.0
62,d8effdc24c235d3f,True,1.0,1.0,1.0,1.0,0.18916804054833383,1.0,1.0,1.0,0.0,0.6216150126713543
63,cf3b00d5d2b953d3,True,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
64,ab6e020759565f9f,True,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
65,f1dabe118a6955d6,True,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
66,274fc7077c1b55d4,True,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
67,e96f254899095cf1,True,0.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0
68,025b657634505df3,True,0.0,0.0,0.0,1.0,0.7051063951558314,0.0,0.0,1.0,0.0,0.0
69,2313aa310e16503d,True,1.0,1.0,1.0,1.0,0.5974891369459854,1.0,1.0,1.0,,0.856246120337852
70,eb430bd4f0095c28,True,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0
71,aa4430320c3151e3,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
72,74a8e53c9a6f50a3,True,1.0,0.0,0.0,1.0,0.4472731518262652,0.0,0.0,1.0,0.0,0.0
73,9c1e8e69c7cd537b,True,0.0,0.0,0.5,1.0,0.9550348711439842,0.0,0.0,1.0,1.0,0.0
74,3debd3d86b5850dd,True,1.0,1.0,1.0,1.0,0.2791944213652573,1.0,1.0,1.0,1.0,0.7747482566766429
75,1eff566e627f56b9,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
76,2a8b9c88615450a8,True,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0
77,bb9c441a4c2b5791,True,1.0,0.0,0.0,1.0,0.8504343909972722,0.0,0.0,1.0,0.0,0.0
78,5c9c6666d0725c64,True,1.0,1.0,1.0,1.0,0.5069374549472315,1.0,1.0,1.0,0.0,0.7209179546710098
79,f7103dfe59a959be,True,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
80,e5caf6d750415ee7,True,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
81,77868241ec115a11,True,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
82,0f65bd2bac90534a,True,0.0,0.0,0.0,1.0,0.7468577171188693,0.0,0.0,1.0,0.0,0.0
83,b204289cd95c59b5,True,1.0,0.0,1.0,1.0,0.9377533722902687,1.0,1.0,1.0,1.0,0.0
84,aba1622c877f51bb,True,0.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0
85,24567f5ad57455c4,True,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0
86,d715fbc6ea0551f8,True,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0
87,0d5496cc08dc50fe,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
88,52de85cf514f5afd,True,0.0,0.0,0.0,1.0,0.6206476137968318,0.0,0.0,1.0,0.0,0.0
89,d6fc32608ecc581c,True,1.0,0.0,1.0,1.0,0.7376712105470047,1.0,1.0,1.0,1.0,0.0
